source_id,source_url,source_author,source_date,cite_date,notes_raw_fi,notes_raw_sv,notes_en,stone_name_fi,stone_name_sv,stone_name_en,event_date,location_info,stone_weight_kg,stone_dims_cm
pohjolanvartio01051929,https://digi.kansalliskirjasto.fi/aikakausi/binding/1100296?page=15,,1929-05-01,2025-12-05,"Hiukan sunnuntain vietosta ja pesäpallopelistä kansallispelinä.: Jo entisaikaan on esi-isillä ollut omat sunnuntai-ilonsa ja tapansa. Kuitenkaan ei ole vielä siihen aikaan ollut mitään yhteistä ilo- tai leikkitapaa yli koko maan, vaan tavallista on ollut, että sunnuntaisin on kokoonnuttu määrättyihin paikkoihin iloa pitämään, itsekullakin paikkakunnalla omalla tavallaan. Useissa paikoin on ollut pallonlyönti yleisin, toisissa visakiekko tai joku kapulan heitto, ja siinä sivulla on ollut väkikiven nostot, sylipainit ja monet muut urheilulliset pelit ja leikit, joissa on kylänkin kunniaa puolustettu.",,"A little about Sunday observance and the game of pesäpallo as a national sport:
Already in former times our forefathers had their own Sunday pleasures and customs. Yet at that time there was no single shared form of amusement or play across the entire country; rather, it was customary on Sundays to gather at designated places to enjoy oneself, each locality in its own way. In many places ball striking was the most common pastime; elsewhere it was throwing a wooden discus (visakiekko) or some form of club throwing. Alongside these there were lifts of the väkikivi, bosom wrestling (sylipaini), and many other athletic games and pastimes, in which the honor of the village itself was also defended.",,,,,,,
jokamiehenviikkolehti29031913,https://digi.kansalliskirjasto.fi/aikakausi/binding/709968?page=9,,1913-03-29,2025-12-05,"Kaartilainen: Koko Hoskavaaran kylän miehistä oli Mikko pisin ja sitäpaitsi vahvin. Tämä Mikon voimain runsaus tuli näkyviin „kissan hännän"" ja sormikoukun vedossa, sekä kiven nostossa ja sylipainissa. Ja että lastu-Mikko niissä voiton vie tiedettiin koko pitäjässä. Miehet olivat kokoontuneet pihamaalle „väkikiveä"" nostamaan. Se oli suuri kivi eikä noussut koholle keltään.
— No, lastu-Mikko, tahi kaartilainenhan sinä olet, tuleppas ja kohota kivi.
— Tuommoisen mukulan nosto on leikkiä ettei oikein viitsisi, mutta voihan tuota koettaa, sanoi Mikko ja ähkien ja puhkuen känysi kiven kimpussa, joka tosin kohosikin ylös.",,"Kaartilainen: Of all the men in the village of Hoskavaara, Mikko was the tallest and, moreover, the strongest. The abundance of Mikko’s strength showed itself in pulling the “cat’s tail” (kissanhäntä) and the finger hook (sormikoukku), as well as in stone lifting and bosom wrestling (sylipaini). And that Lastu-Mikko would carry off the victory in these was known throughout the entire parish.

The men had gathered in the farmyard to lift the väkikivi. It was a large stone and would not rise for anyone.

— Well then, Lastu-Mikko—or you’re the Guardsman (kaartilainen), after all—come and raise the stone.

— Lifting such a lump is child’s play, hardly worth the effort, but one can try, said Mikko, and grunting and snorting he wrestled with the stone, which indeed did rise up.",,,,,,,
hakkapeliitta28071936,https://digi.kansalliskirjasto.fi/aikakausi/binding/1108799?page=19,,1936-07-28,2025-12-05,"Ja kaikkia noita ominaisuuksia osasi Kalle käyttää. Vain väkikiven nostossa ja väkikartun vedossa muutamat kylän suurimmat miehet hänet voittivat, eivät muussa, vaikka otteluita järjestettiin talven mittaan joskus hyvinkin paljon. Sillä tuo näennäisesti heiveröinen, kalpeaposkinen mies sai hyvin helposti houkutelluksi jonkun oudon voimamiehen kanssaan sylipainin heittoon, joka oli oikein Kallen erikoisala.",,"And all of these qualities Kalle knew how to use. Only in lifting the väkikivi and in pulling the väkikarttu was he defeated by a few of the largest men in the village—never in anything else—even though matches were sometimes arranged in great numbers over the course of the winter. For this seemingly frail, pale-cheeked man could very easily entice some unfamiliar strongman into a bout of bosom wrestling (sylipaini), which was truly Kalle’s particular specialty.",,,,,,,
liitto20031913,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1265176?page=1,,1913-03-20,2025-12-05,"Urheiluharrastuksista: Joloskylän n.-s:n talolla 23/ 13 piti Ewil Leskelä seuraawan puheen: Monesti olemme kuulleet wanhempien miesten hehkuwin, innostunein mielin kertoelewan niistä walwotuista waloisista kesäöistä, jotka louolle roihuwien, sawuawien terwahautojen ääressä kirppaa (katajainen 4 tuumaa ytkä karttu jota koiwukepillä maalikiwen luota lyötiin) ja palloa lyöden sekä painien ja terwatynnyreitä ja wäkikiwiä nostellen wietettiin. Kuinka monesti olemme kuulleet wanhojen miesten kiistelewän sitä, ken pallo-
silla ja kirpalla ollessa oli maalin tai „ämmä-kiwen"" paras suojelija, ken rskin painissa, tai wäkikiwen ja hyppypölkyn nostossa, ken käsikartun wedossa tai kiwen haitossa paras oli. Ei sillä ettei nykyään paikkkannaltamme löytyisi aineksia joisa woitaisiin kehittää kykyjä jotka woisiwat näyttää kuntoaan waikka Olyrbian kisoissa, sillä sitä todistaa täystäisen terwa-„puolikon"" kanto takkewitassa pitkiä rappusia myölen kirken harjalle, seki wakikiwen nostot ja erään pojan juoksu 1 km. maikalla täällä pidetyissä juoksukilpailuissa w. 1910.",,"On sporting pursuits: At the N.-S. farm in Joloskylä on 23/13, Ewil Leskelä delivered the following address:

“Many times we have heard older men, with glowing enthusiasm, recount those guarded, luminous summer nights that were spent by blazing, smoking tar pits—playing kirppa (a juniper stick about four inches thick, struck with a birch bat from the marker stone), striking the ball, wrestling, and lifting tar barrels and väkikivi. How often we have heard old men argue over who, when playing ball and kirppa, was the best defender of the goal or the ‘ämmä-kivi’ (mother stone); who was the best in wrestling, or in lifting the väkikivi and the jumping log; who excelled in pulling the hand club (käsikarttu) or in stone throwing.

Not that nowadays our locality would lack material from which abilities could be developed that might show their mettle even at the Olympic Games; this is proven by the carrying of a full tar ‘half-barrel’ in a back-basket up long stairways to the ridge of the church, likewise by väkikivi lifting, and by a certain boy’s run over a distance of one kilometer in the running competitions held here in the year 1910.”",,,,,"Ylikiiminki, kiiminki",,
savo04091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/449692?page=3,,1888-09-04,2025-12-05,"Nurmeksen maalais-yhdistyksen kilpailuhuwit: Paras ampuja ampui 15 senttimeetriä, 54 naulan painoista nostettiin 50 kertaa, wäkikiwen nostossa kohosi 47 leiwiskää, 54 sekunnissa juostiin 340 meetriä, paras aitumus ponnahti 63 tuumaa. Nämä jo muita mainitsematta todistawat, että: „wiel' on woimaa Suomessa, miehiä ja miehuutta"". Naisillakin oli kilpailunsa. Heidät sidottiin liinalla sokoksi ja annettiin sitten käteen sakset, joilla heidän tuli leikata poikki joku wartaasta riippuwa lanka, johon woitto oli ripustettu. Sitä oli kyllä hupainen katsoa, mutta samalla johtui siitä myöskin mieleen naisen asema entisinä ja nykyisinä päiwinä. Naista näet johdattanee wain yhä sokea sallimus. Sitä pitää wain mennä teppuroida etehen päin, sattui sitte päämaaliin tahi ei. Kun miesten pitää tarkistaa järkensä, silmänsä ja kaikki muut woimansa, niin täytyy naisen waan säkkipäänä töllöttää. Ampumisesta: 1:sen palk., 20 mk., Antti Koukkari, 15 sentim., 2:sen 12 mk., Juho Kiiskinen, 17 sentim., 3:nen 8 mk., kirjuri K. E. Turunen, 20 sentim., ja 4:nen, 4 mk., yliopp. K. Relander 24 sentim. Wäkikiwen nostosta: 1:sen palk., 1 mk. 50 p., Pekka Tolonen, nosti 47 L8, 2:sen, 1 mk., Olli Moilanen, nosti 47 L2, ja 3:nen, 50 p., Taawi Tinnonen, nosti 44 L8. Painojen nostosta: 1:sen palk., 1 mk. 50 p., Olli Tolwanen, nosti 54 [naulaa] 50 kertaa, 2:sen, 1 mk., Pekka Newalainen, nosti saman 26 kert., ja 3:nen, 50 p., Wille Piironen, nosti saman 13 kert. Korkeushypystä: 1:sen palk., 1 mk. 50 p. F. Sikanen, hyppäsi 63 tuum., 2:sen, 1 mk., A. Rantanen, hyppäsi 60 tuum., ja 3:nen, 50 p., M. Puoskari. aiwan nuori, hyppäsi 45 tuum. Kuulan heitosta: 1:sen palk., 1 mk. 50 p., Pekka Newalainen, heitti 16 [naulan] pain. kuulan 36 jalk., 2:sen, 1 mk., Olli Tolwanen, heitti saman 32 jalk., ja 3:nen, 50 p., Olli Eskelinen, heitti saman 32 jalk. Pituushypystä: 1:sen, 1 mk., T. Sikanen, hyppäsi 14½ jalk., ja 3:nen, 50 p., P. Newalainen, hyppäsi 14 jalk.",,"Competition festivities of the Rural Association of Nurmes:
The best marksman shot to 15 centimeters; a 54-naula weight was lifted 50 times; in väkikiven nosto (lifting the väkikivi) 47 leiviskä were raised; 340 meters were run in 54 seconds; the best high jump reached 63 inches. These results—among others—prove that “there is still strength in Finland, men and manliness.”

The women, too, had their competition. They were blindfolded with a cloth and then given scissors with which they were to cut a thread hanging from a stake, to which the prize was attached. It was amusing to watch, but at the same time it brought to mind the position of women in former and present days: for a woman, it seems, is still guided only by blind fate—one must simply stumble forward, whether one reaches the goal or not. While men must sharpen their reason, their eyes, and all their other powers, women are required merely to gape like a sack-headed simpleton.

Shooting:
1st prize, 20 mk: Antti Koukkari, 15 cm;
2nd, 12 mk: Juho Kiiskinen, 17 cm;
3rd, 8 mk: clerk K. E. Turunen, 20 cm;
4th, 4 mk: student K. Relander, 24 cm.

Lifting the väkikivi:
1st prize, 1 mk 50 p: Pekka Tolonen, lifted 47 L8;
2nd, 1 mk: Olli Moilanen, lifted 47 L2;
3rd, 50 p: Taavi Tinnonen, lifted 44 L8.

Weight lifting:
1st prize, 1 mk 50 p: Olli Tolvanen, lifted 54 naulaa 50 times;
2nd, 1 mk: Pekka Newalainen, lifted the same 26 times;
3rd, 50 p: Wille Piironen, lifted the same 13 times.

High jump:
1st prize, 1 mk 50 p: F. Sikanen, 63 inches;
2nd, 1 mk: A. Rantanen, 60 inches;
3rd, 50 p: M. Puoskari, very young, 45 inches.

Shot put:
1st prize, 1 mk 50 p: Pekka Newalainen, threw a 16-naula shot 36 feet;
2nd, 1 mk: Olli Tolvanen, 32 feet;
3rd, 50 p: Olli Eskelinen, 32 feet.

Long jump:
1st prize, 1 mk: T. Sikanen, 14½ feet;
3rd prize, 50 p: P. Newalainen, 14 feet.",,,,,"Nurmes, Mikonniemen juhlakenttä",,
hameensanomat14091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/21046?page=3,,1888-09-14,2025-12-05,"Kotimaalta. — Suomalaisten woimaa. Paras wäkikiwen nostaja Nurmeksen maalaisyhdistyksen toimeen panemien kansanhuwien yhteydessä pidetyssä kilpailussa, työmies Pekka Tolwanen, kohotti kerrallaan 47 leiw. Talollisen poika Olli Tolwanen nosti 54 naul. painawaa punttia 50 kertaa. Talollisen poika Pekka Newalainen wiskasi paikoiltaan ilman wauhditta 16 n. painoista kuulaa kokonaista 36 jalk. Tämän ohessa olkoon mainittuna, että äskettäin nosti Nurmeksessa maanwiljelijä Olli Mustonen 34 naul. painoista punttia aina 450 kertaa ja itse nostaminen kesti säännöllisesti noin 50 minuttia! Kun sen lisäksi tietää, ettei hän ennen ollut tällaista nostamista erityisesti harjoittanut, niin woi helposti arwata, kuinka kestäwän täytyy jo tällaisen miehen olla, sanoo Tapio",,"From the homeland — Finnish strength.
The best väkikivi lifter in the competition held in connection with the public festivities organized by the Rural Association of Nurmes was the laborer Pekka Tolvanen, who raised 47 leiviskä in a single lift. The farmer’s son Olli Tolvanen lifted a 54-naula weight 50 times. Another farmer’s son, Pekka Newalainen, threw from a standing position, without a run-up, a 16-naula shot a full 36 feet.

In addition, it may be mentioned that recently in Nurmes the farmer Olli Mustonen lifted a 34-naula weight no fewer than 450 times, the lifting itself lasting steadily about 50 minutes! When one further considers that he had not previously practiced this kind of lifting in any special way, one can easily surmise how enduring such a man must already be, says Tapio.",,,,,"Nurmes, Mikonniemen juhlakenttä",,
suomalainenwirallinenlehti13091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/418418?page=2,,1888-09-13,2025-12-05,sama kuin hameensanomat14091888,,"“Same as Hämeen Sanomat, 14 September 1888.”",,,,,"Nurmes, Mikonniemen juhlakenttä",,
wiipurinuutiset12091888,https://digi.kansalliskirjasto.fi/sanomalehti/binding/59291?page=3,,1888-09-12,2025-12-06,sama kuin hameensanomat14091888,,"“Same as Hämeen Sanomat, 14 September 1888.”",,,,,"Nurmes, Mikonniemen juhlakenttä",,
urheilija01011932,https://digi.kansalliskirjasto.fi/aikakausi/binding/864026?page=19,,1932-01-01,2025-12-05,"Kenttä: Vanhat ja viisaat ukot sanovat sanasen vastaan ja vaikenevat. Ehkä he muistavat omaa nuoruuttaan, voimia, jotka on puskettu
turhuuteen housunkauluspainissa, väkikiviä, jotka makaavat jossakin sammaloituneina ja unhoittuneina, kesäisiä sunnuntaipäiviä ja öitäkin, jolloin rääkätty nahkapallo oli lentänyt levottomana, ylen turhia, mutta riemullisia mutkia.",,"The field: The old and wise men offer a word in reply and then fall silent. Perhaps they remember their own youth—strengths that were squandered on the vanity of waistband wrestling, väkikivet that lie somewhere moss-covered and forgotten, summer Sundays and even nights when a battered leather ball flew restlessly through utterly useless yet joyful arcs.",,,,,,,
keskipohjanmaa01091932,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1862721?page=5,,1932-09-01,2025-12-05,"Urheilua ja voimistelua on Kaustisella harrastettu jo vanhoista ajoista saakka. Urheiluvälineisiin kuului ~väkikivet”, ,,kissanhäntä”, kärrynpyörät ym. Lisäksi kilpailtiin sormikoukun vedossa, sylipainin heitossa sekä juoksussa.
Väkikivi oli miehen nostettava kivimöhkäle. Sellaisista oli kuuluisin ~rukiisen leivän kivi”, jonk a voi nostaa rukiisen leivän miehet. Kissanhäntää vedettiin kapulasta useimmin toisella kädellä. Se mies, kenen kouriin kapula viimeksi jäi. Kärrynpyöriä heitettiin ylös rinnoille tai yli pään. Väkevämmät tekivät tämän toisella kädellä. Kilpailuja syntyi missä vain miehiä enempi koolle sattui, mutta myöskin häätPaisuuksissa niitä järjestettiin ja näissä oli usein lyhemmän matkan juoksua.
Voimamiehiä oli sellaisia, joiden tekoja nykyinen polvi taruna kuuntelee. Kerrotaanpa vieläkin kaskuja ~Mosalan Äijästä” eli ~Isosta Mosalaisesta”, jok a Kokkolassa tervan viennissä ollessaan antoi voimamiehen vastauksen, kun herrat kyselivät tervan laatua. Mosalainen lupasi näyttää. Kävi tervakuormalleen, aukaisi ~ison tynnyrin pruntin”, pisti keskisormensa reijästä sisään ja kantoi tällä tynnyrin korkeita rappuja ylös herrojen huoneeseen. Herrat ostivat tervan ilman muuta ja lisäksi tarjosivat voimamiehelle pari ryyppyä. Kerran markkinoilla ollessaan vaihtoi Mosalainen hevosia, sai hyvän kaupan, niin nosti hevosen tallinyliselle. Toiset akoivat jälestäpäin kaupan purkaa, mutta eivät saanet hevosta tallinylisiltä pois, vaikka Mosalainen lupasi kaupan purkaa. ~Poukka Eljas” oli myös voimamies, kuuluis a sylipainin heittäjä ja hurja juoksija. Niin ikään on vielä ~Iso Matti”, „Paksu Äijä”, ym., joilla on mitä erilaisimpia voimatekoja nimissään. Olipa ~Finnin Lassi” nostanut rukiisen leivän kiven ja lisäksi viisitoista ~märkää särkiä päällä”.
Totta on, että edellämainitut miehet ovat olleet tavallista kookkaimpia ja voimakkaampia. Varsinkin Mosalan Äijä, joka on ollut oikea jättiläinen ruumiinrakenteeltaan. Tällä kannalla oli urheiluolot varsin myöhään. Vast a kahtena viime vuosikymmenenä alkoi urheilu saada nykyiset muodit nuorisoseurojen vaikutuksesta. Niinpä ensimmäiset kesäurheilukilpailut toimeenpantiin Lappajärven n:seuran aluepiirin kesäjuhlien yhteydessä n.s. Eevanniemellä v. 1905. Sitä ennen oli jo toimeenpantu talvella hiihtokilpailuja, ensimmäiset Köyhäjoella",,"Sport and physical exercise have been practiced in Kaustinen since ancient times. Sporting implements included väkikivet (lifting stones), kissanhäntä (“cat’s tail”), cart wheels, and the like. In addition, competitions were held in finger-hook pulling, throws in sylipaini (bosom wrestling), and running.

A väkikivi was a heavy stone block that a man was required to lift. The most famous of these was the “rye-bread stone,” which only the men of rye bread—that is, the strongest—could lift. Kissanhäntä was usually pulled from a stick, most often with one hand; the winner was the man in whose grip the stick finally remained. Cart wheels were thrown up to the chest or over the head; the strongest performed this with one hand. Competitions arose wherever several men happened to gather, but they were also organized at weddings and christenings, often featuring short-distance running.

There were strongmen whose deeds the present generation listens to as legend. Even today stories are told of “Mosalan Äijä”—also called “Iso Mosalainen”—who, while delivering tar in Kokkola, gave a strongman’s answer when gentlemen asked about the quality of the tar. Mosalainen promised to show them. He went to his tar load, opened the bung of a “large barrel,” put his middle finger through the hole, and by that carried the barrel up the high stairs into the gentlemen’s room. The gentlemen bought the tar without further ado and in addition offered the strongman a couple of drinks. Once, while at a market, Mosalainen traded horses and made a good bargain—so he lifted the horse up onto the loft of the stable. Others later tried to undo the deal, but could not get the horse down from the loft, even though Mosalainen offered to cancel the bargain.

Poukka Eljas was also a strongman, a famed sylipaini thrower and a fearsome runner. Likewise remembered are Iso Matti, Paksu Äijä, and others, each credited with a variety of feats of strength. It is said that Finnin Lassi lifted the rye-bread stone—and with fifteen “wet roach fish” placed on top.

It is true that the men mentioned above were larger and stronger than average. Especially Mosalan Äijä, who was a veritable giant in bodily build. Conditions of sport remained in this state quite late. Only during the last two decades did sport begin to assume its modern forms under the influence of youth associations. Thus the first summer athletic competitions were organized in connection with the summer festival of the youth-association district of Lappajärvi, at the so-called Eevanniemi, in 1905. Prior to that, winter ski competitions had already been arranged, the first at Köyhäjoki.",Rukiisen leivän kivi,,,,Kaustinen,,
savonsanomat06081932 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1911824?page=2,,1932-08-06,2025-12-05,"Saattaa olla joskus häviökin hyväksi, että ei tulla liian ylpeiksi. Sittenpähän riittää parantamisen varaa. Tässä täytyy keksiä suomalaisten uusia konsteja kultamitalien hankkimiseksi, kun entiset eivät enää auta. Ennenhän sitä nostaa vinnattiin väkikiveäkin niin, että melkein joka kylässä oli sillä alalla maailmanmestareita, mutta olympialaisten painonnostossa ei näkynyt olevan yhtään suomalaista kilpailijaa. Jos olisi
ollut, niin voitto olisi tullut varmasti meille. Alkakaapas, hartiakkaat miehet, harjoitella väkikiven nostoa tulevia olympialaisia varten.",,"It may sometimes even be beneficial to suffer a defeat, so that we do not become overly proud. Then there will be room enough for improvement. New methods must be devised for Finns to win gold medals, now that the old ones no longer suffice. In the old days people used to lift väkikivi with such relish that almost every village had world champions in that field, yet in Olympic weightlifting there did not appear to be a single Finnish competitor. Had there been one, victory would surely have been ours. So begin, broad-shouldered men, to train in lifting the väkikivi for the coming Olympic Games.",,,,,,,
kaleva11031939,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2000370?page=14,,1939-03-11,2025-12-05,"Ensimmäiset huomattavimmat hiihtokilpailut Pohjois-Suomessa pidettiin jo kymmenen vuotta aikaisemmin kuin ensimmäinen Oulun Hiihto. Vuonna 1879 järjestettiin nimittäin Tyrnävällä hiihtokilpailut, joista on tähän mennessä saatu vain hyvin vähän teitoja. Sen aikaisessa lehtiuuti sessa tosin kerrotaan, että Tyrnävällä oli maaliskuun 23 p:nä 1879 »kilpailuhiihtäjäiset», joissa osanottajia oli noin 70 ja joissa neljälle etevimmälle jaettiin palkintojakin, ensimmäiselle 3:—, toiselle 2:— ja kahdelle seuraa valle 1 mirkka rahassa. Uutisessa ei kuitenkaan mainita, kuka voitti kilpailun ja keitä olivat muut palkinnonsaajat, paitsi että neljän parhaan joukossa oli yksi neitonenkin. Miehet ja naiset näyttävät siis kilpailleen s tasavertaisina» samassa sarjassa. Kilpailun voitti tyrnävällä siiloin hyvin tunnettu urheilija ja väkikiven nostaja Antti Ollila, jonka väkikiven nostosta on paikkakunnalle jäänyt sananparsi; »Mielii ja mielii niinkuin Oililan Antilla» ( = yrittää ja yrittää). Toiseksi tuli kilpailussa alatemmekseltä kotoisin oleva »Susi-Suutariksi» kutsuttu mies, jonka oikeata nimeä ei muisteta, kun sitä ei juuri koskaan käytetty.
Kolmannen ja neljännen paliknnon saajia ei kertojamme muistanut, mutta heistä toinen oli joka tapauksessa nainen. Kilpailut lienee järjestänyt silloinen Tyrnävän kirkonkylän kansakoulun opettaja Härkönen.",,"The first notable skiing competitions in Northern Finland were held as early as ten years before the first Oulun Hiihto. In 1879, skiing competitions were organized in Tyrnävä, about which only very little information has so far been obtained. A contemporary newspaper notice does state that on March 23, 1879, “competitive ski races” were held in Tyrnävä, with about 70 participants, and that prizes were awarded to the four best competitors: 3 marks to the first, 2 marks to the second, and 1 mark each to the next two.

However, the notice does not mention who won the competition or who the other prize recipients were, except that among the four best there was also one young woman. Men and women thus appear to have competed as equals in the same class.

The competition was won by a then well-known local athlete and väkikivi lifter, Antti Ollila, whose feats in lifting the väkikivi have left behind a local saying: “Mielii ja mielii niinkuin Ollilan Antilla” (“to keep trying and trying, like Antti Ollila”). Second place went to a man from Alatemmes known as “Susi-Suutari” (“Wolf the Cobbler”), whose real name is not remembered, as it was seldom used.

The narrator could not recall the recipients of the third and fourth prizes, but one of them was in any case a woman. The competitions were apparently organized by Härkönen, who at the time was the elementary school teacher of the Tyrnävä church village.",,,,,Tyrnävä,,
savonsanomat16011908 ,https://digi.kansalliskirjasto.fi/sanomalehti/binding/686849?page=2,,1908-01-16,2025-12-105,"Paawo ei ollut yksinäisyydessä eläwä murjottaja, jollaiseksi hänet olisi luullut kaswoista katsoen, waan oikea harrastusten mies. Hänellä oli useampia tuttawia kuin monella kauniimmalla, sillä jokainen tiesi että minkä asian Paawo ottaa ajaakseen, niin ei sitä keskeytä muu kuin kuolema ja lawantauti. Mutta Paawo ei ottanutkaan harrastaakseen yhtä-aikaa kaiken maailman asi oita. Yksi asia kerrallaan ja lujasti, se oli hänen työjärjestyksensä. Nuoruuden ikäkaudella, jalloin muut katselewat itselleen elämän kumppania, oli Paawo saanut wäkikiwen nostoharrastuksen. Sitä ei kestänyt monta wuotta, mutta niin kokonaan se piti wallassaan, ettei hän tullut katsoneeksikaan hamewäkeen päin. Paawon huomio oli niinä wuosina kääntynyt wankimman näköisiin miehiin ja niiden täytyi olla peräti wälinpitämättömiä woimainsa suuruudesta, jos eiwät suostuneet wäkikiwen nostoon.",,"Paavo was not a sulking recluse living in isolation, as one might have assumed from his looks, but a true man of pursuits. He had more acquaintances than many a more handsome fellow, for everyone knew that whatever cause Paavo took upon himself, nothing would interrupt it except death or typhoid fever. Yet Paavo did not set out to pursue all manner of things at once. One thing at a time, and with determination—that was his order of work.

In his youthful years, when others were looking for a life partner, Paavo had taken up the pursuit of lifting väkikivi. It did not last many years, but it held him so completely in its grip that he did not even glance toward the womenfolk. During those years Paavo’s attention was turned toward the men who appeared the strongest, and they had to be utterly indifferent to the magnitude of their own strength if they refused to take part in lifting the väkikivi.",,,,,Peltoniemi,,
suomalainenvirallinenlehti29101900,https://digi.kansalliskirjasto.fi/sanomalehti/binding/701839?page=1,,1900-10-29,2025-12-05,"Niinpä on tänä kesänä tullut ilmi muuan pronssikautinen hautaraunio Perniön pitäjässä Kirjakkalan tehtaasen kuuluwalla Tattaraisten niemellä. Se oli 14 m. pituinen ja 10 m. lewyinen, miehen nostannaisista kiwistä kasattu kumpu, jonka pohjan muodosti wäkikiwistä ladottu pyöreälainen kiwitys. Tämän latomuksen alta löytyi m. m. pieni koristeltu pronssiweitsi, joka on warhaisemman pronssikauden muotoa ja iältään Mooseksen aikuinen, s. o. toisen wuosituhannen loppupuoliskolla e. Kr. Samasta rauniosta on ennen löytynyt piikiwinen keihäänkärki. Raunion tutkimuksen suoritti maisteri I. Ailio.",,"Thus, this summer a Bronze Age burial cairn has come to light in the parish of Perniö, on the Tattarainen headland belonging to the Kirjakkala ironworks. It measured 14 meters in length and 10 meters in width, a mound built of stones that a man could lift, whose base consisted of a roughly circular stone setting constructed of väkikivet.

From beneath this stone setting were found, among other things, a small decorated bronze knife, which is of an early Bronze Age type and in age contemporaneous with Moses, that is, from the latter half of the second millennium BC. From the same cairn a flint spearhead had previously been found. The investigation of the cairn was carried out by I. Ailio.",,,,,"Perniö, Tattaraistenniemi",,
karjalansanomat29101910,https://digi.kansalliskirjasto.fi/sanomalehti/binding/647663?page=3,,1910-10-29,2025-12-05,"Kotiseutututkimus. Wäkikiwi, jota yli yhdeksänkymmenen wuoden wanhat muistawat heidän nuorena ollessaan nuorten miesten nostelleen, on Mattisenlahden kylätien rawissa, Jytisewän mäen rinteessä.
Toinen yhtä yleisesti nuorien „woimien mittapuuna"" käytetty wäkikiwi, on ollut Yläpihan mäellä. Mutta on taitanut jo häwitä.
Ennen oli sunnuntaisin kesäaikoina hywin yleisesti harjoitettu tällaista „portsaamista"". Kuuluja wahwoja oli kylässä ollut.",,"Local heritage research.
A väkikivi that people now over ninety years of age remember young men lifting in their own youth lies by the village road of Mattisenlahti, on the slope of Jytisevänmäki.

Another väkikivi, just as commonly used by youths as a “measure of strength,” stood on Yläpihanmäki. It appears, however, to have already disappeared.

Formerly, on summer Sundays, such “portsaaminen” (tests of strength) was very commonly practiced. There were well-known strong men in the village.",,,,,Mattisenlahti,,
suomenurheilulehti01041911,https://digi.kansalliskirjasto.fi/aikakausi/binding/882323?page=12,,1911-04-01,2025-12-06,"Haapaveden hiihtomiehiä, Matti Ritola: Ennenkuin käymme kertomaan nuoremmista hiihtäjistä, on syytä mainita eräs nimi, joka on muistiin merkittävä tunnetun Haapaveden suksimallin isänä ja osaltaan sen kehittäjänäkin. Ritolan isäntä on myös kova hiihtäjä ja on ensimäisen palkinnon ottaja ensimäisissä Haapaveden hiihtokilpailuissa noin 30 vuotta takaperin, sitäpaitsi on hän innokas urheilun harrastaja. Eipä Ritolasta vieras juuri päässyt, ennenkuin oli talon isännän kanssa »kissanhäntää» vetänyt, väkikiveä nostanut t. m. s.",,"Skiing men of Haapavesi — Matti Ritola.
Before we turn to the younger skiers, it is worth mentioning a name that deserves to be recorded as the father of the well-known Haapavesi ski model and, in part, its developer as well. The master of the Ritola farm was also a formidable skier and the winner of the first prize in the very first Haapavesi ski competitions some thirty years ago; in addition, he was an enthusiastic devotee of sport. A visitor scarcely managed to leave Ritola before having pulled kissanhäntä (“the cat’s tail”) with the master of the house, lifted a väkikivi, or engaged in the like.",,,,,Haapavesi,,
karjalainen17071920,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1414433?page=2,,1920-07-17,2025-12-06,"Pohjoiskarjalaisia entisajan Urheilutapoja: 4. Väkikiven nosto. Ennen vanhaen oli vahvin mies se, joka suurinman kiven jaksoi maasta keholle nostaa. Väkiki ven nosto: — kutensltä nimitet tiin — oli nuorten miesten varsinainen voimannäyte. Sitä harjoitettiin varsinkin pyhä-iltoina, jolloin yksiin paikkoihin nuoria miehiä yhteen kokoontui. Kunnian tähden ponnistivat silloin muutamat niin paljon, että tulivat alaisinpuolin vaivaisiksi. Silloin oli sivultakatsojain jännittävää seurata, kuinka urho
haki kiven nurkia, joihin voi kopransa kiinnittää ja kiekauttaa kiven maasta koholle.",,"North Karelian sporting practices of former times: 4. Lifting the väkikivi.
In olden days, the strongest man was the one who could raise the largest stone from the ground up to his body. Lifting the väkikivi—as it was called—was the principal test of strength for young men. It was practiced especially on holy evenings, when young men gathered together at certain places. For the sake of honor, some exerted themselves so much that they ended up crippled for life. It was then exciting for onlookers to follow how the champion sought out the corners of the stone where he could fix his grip and heave the stone up from the ground.

(Region: Pohjois-Karjala.)",,,,,Juuka,,
